content,topics,sentiment,labels
mik mua bị đắt giờ thấy bán có hơn 400k,Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
tại sao tôi ko nhận đừng quà kèm theo khung giờ ???,Sale,Bad,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
mik mua bị đắt giờ thấy bán có hơn 400k,Sale,Bad,3
"vui lòng kiểm tra lại, hàng mua lúc 11h sáng, 11/11/2021 nhưng lúc giao k có phần quà tặng là chảo, chỉ có máy xay thịt.",Sale,Bad,3
"trong lúc đặt hàng ghi đơn hàng được tặng kèm quà tặng là chảo chống dính nhưng lúc nhận hàng lại không có quà tặng??? nhờ shop kiểm tra lại đơn hàng đặt vào ngày 12.12 xem có chính xác là có khuyến mãi không nhé, vì mình thấy có tặng quà kèm theo nên mới chọn mua.",Sale,Bad,3
"đặt hàng thì có quà tặng, đến khi nhận ko có, hỏi thì shop nói sl quà có hạn ạ. cạn lời. tuy nhiên nồi dùng ok",Sale,Bad,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
"săn được sale giảm giá mới đặt hôm qua nay có liền 
chảo cầm nặng tay ",Sale,Good,3
mua trong khung giờ và đơn trên 2 trieu nhưng lại ko có quà tặng như thông báo,Sale,Bad,3
nồi chiên không dầu săn sale nên mua được giá khá rẻ kèm theo nhiều quà tặng. mua tặng nên chưa sử dụng,Sale,Good,3
"một trải nghiệm ko mấy vui, đặt hàng để nhận quà kèm theo, mà chỉ nhận mình hàng. cách thức để nhận quà thì khá là rắc rối, shop yêu cầu mình phải tự quay lại chát với gian hàng xem sau ngày 19/11 có đủ điều kiện nhận quà không? nếu đủ thì cũng sau 30-40 ngày kể từ ngày đặt hàng mới nhận được quà đi kèm. mặc dù phải canh, bon chen để mua khung giờ duy nhất 11-13h. cảm giác như một cú lừa vì ham quà tặng kèm",Sale,Bad,3
đặt hàng từ 0h đến 1h sáng 9/9 để được nhận quà. đến khi nhận hàng thì ko có. hỏi thì báo do hết quà. thất vọng,Sale,Bad,3
"trong lúc đặt hàng ghi đơn hàng được tặng kèm quà tặng là chảo chống dính nhưng lúc nhận hàng lại không có quà tặng??? nhờ shop kiểm tra lại đơn hàng đặt vào ngày 12.12 xem có chính xác là có khuyến mãi không nhé, vì mình thấy có tặng quà kèm theo nên mới chọn mua.",Sale,Bad,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
ko có hàng tặng kèm.,Sale,Bad,3
dăng hình có quạt giao o có gạt khách hang,Sale,Bad,3
bộ quà tặng tuyệt vời ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👍🍀🍀🍀🍀👍👍❤️👍👍❤️👍👍❤️👍👍👍👍❤️👍👍👍👍👍,Sale,Good,3
giá k hợp lý lắm so với chấ lượng sản phẩm,Sale,Bad,3
mua sale và áp đc mã giảm giá nên khá rẻ ,Sale,Good,3
"mua hàng ngày 11.11 canh sale mua gt hàng 3,2tr được tặng bàn ủi cầm tay nhưng tefal lại quét giá trị hàng chưa trừ km để tặng quà (máy vắt cam) nên không đúng ý. hơi thất vọng vì lần mua sắm này. vote 3 sao",Sale,Bad,3
shop làm ăn như shit nha các bạn bán hàng không có tâm nhé khuyến mãi tặng thêm chảo mình đặt xong để đơn hàng cả tháng không giao và tự ý huỷ rất nhiều lần của khách nhé,Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
shop ơi ấm tặng nắp bị gãy shop đổi hàng được ko. lò thì chưa sử dụng nên ko biết ntn? mình có quay clip nhưng vì có quay mặt mình nên nếu cần thì mình cũng cấp nhưng gửi riêng chứ ko gửi trên này được. shop hỗ trợ giúp mình đổi ấm nha.,Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
ko có hàng tặng kèm.,Sale,Bad,3
no free item?,Sale,Bad,3
"mua hôm 9.9, có km thanh toán từ 0h-2h được tặng máy văt cam. sao mình thanh toán khoảng giờ đó mà không nhận đc, chỉ nhận đc mỗi máy xay sinh tố!?",Sale,Bad,3
chảo tặng không được tốt,Sale,Bad,3
"ok. giá cũng tốt.
",Sale,Good,3
"hàng đẹp, tuy nhiên ko có quà tặng kèm theo như quảng cáo 😫😫😫 chưa sử dụng nên chưa biết như thế nào.",Sale,Bad,3
bộ nồi rất đẹp nhưng mua canh sale khung giờ 0-2h ngày 11/11 ghi hóa đơn trên 999k sẽ được tặng 1 chảo mà nhỉ? mình mua 4 cái 1tr2 nhận hàng chỉ có 4 cái mình mua thôi???,Sale,Bad,3
no free item?,Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
tại sao tôi mua 0h-2h ngày 11/11 mà ko dc quà khuyến mại vậy shop.mong shop sớm phản hồi .săn khuyến mại mà ko dc thất vọng quá,Sale,Bad,3
mua sale và áp đc mã giảm giá nên khá rẻ ,Sale,Good,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
ko có nhận được,Sale,Bad,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
dăng hình có quạt giao o có gạt khách hang,Sale,Bad,3
hàng được tặng như quá đẹp ,Sale,Good,3
"đặt hàng thì có quà tặng, đến khi nhận ko có, hỏi thì shop nói sl quà có hạn ạ. cạn lời. tuy nhiên nồi dùng ok",Sale,Bad,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
"mình tưởng tặng chảo to lắm ai ngờ bé xíu, hơi thất vọng. vì giá trị sp cao nhưng quà tặng lại thấp như vậy",Sale,Bad,3
tại sao tôi mua 0h-2h ngày 11/11 mà ko dc quà khuyến mại vậy shop.mong shop sớm phản hồi .săn khuyến mại mà ko dc thất vọng quá,Sale,Bad,3
"mua kèm theo chương trình khuyến mãi, những nhận hàng thì ko có sản phẩm khuyến mãi kèm theo. nhắn hỏi bên tefal thì được trả lời sản phẩm khuyến mãi bị sót sẽ nhận sau 30 - 40 ngày nữa. kinh khủng khiếp. còn thêm 1 đơn hàng cũng mua trong khung giờ khuyến mãi những bên tefal báo là ko nhận được sản phẩm khuyến mãi kèm theo do....... hết xuất, mặc dù vẫn trong khung giờ khuyến mãi. sản phẩm hoàn thiện tương đối, hôi mùi nhựa. nói chung hãng lớn như tefal mà làm ăn chán vãi ra.",Sale,Bad,3
"săn sales được giá tốt, nhưng máy vừa mua về đã hư một nút bấm cảm ứng. mình đã liên hệ shop để tư vấn đổi hàng, nhưng chỉ được phép trả lại hàng chứ ko đổi lại hàng mới. hoặc đem ra bảo hành để sửa lại (trong khi máy vừa mua). mình thật sự ko hiểu sao chính sách hỗ trợ khách hàng lại ko chấp nhận đổi hàng nếu hàng bị lỗi, mặc dù đây là chính sách rất cơ bản. rất không hài lòng với trải nghiệm mua sắm này. ",Sale,Good,3
chỉ nhận được nồi chiên không dầu . không nhận được quà tặng như chương trình đã đăng,Sale,Bad,3
no free item?,Sale,Bad,3
chảo quà tặng mà xịn lắm nha cám.ơn shop lần sau ủng hộ tiếp mua nồi cơm giảm giá mà còn dc chảo nữa nội xịn xò,Sale,Good,3
no free item?,Sale,Bad,3
"ok. giá cũng tốt.
",Sale,Good,3
"hàng đc tặng cùng khi mua máy xay và ép trái cây.chảo nhỏ xinh,hàng có thương hiệu nên ko lo.",Sale,Good,3
quà tặng kèm khi mua máy xay ở bên ngoài size w0cm nên nhìn khá bé. xjdks xjsnxk ạ xxjsn sxjabw,Sale,Bad,3
kêu mua theo thời gian có quà tặng mà rốt cuộc ko có quà nào(9-9),Sale,Bad,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
"bàn ủi tặng kèm là đồ cũ, mở ra đã có nước bên trong",Sale,Bad,3
mik mua bị đắt giờ thấy bán có hơn 400k,Sale,Bad,3
shop ơi ấm tặng nắp bị gãy shop đổi hàng được ko. lò thì chưa sử dụng nên ko biết ntn? mình có quay clip nhưng vì có quay mặt mình nên nếu cần thì mình cũng cấp nhưng gửi riêng chứ ko gửi trên này được. shop hỗ trợ giúp mình đổi ấm nha.,Sale,Bad,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
tại sao tôi ko nhận đừng quà kèm theo khung giờ ???,Sale,Bad,3
bộ quà tặng tuyệt vời ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👍🍀🍀🍀🍀👍👍❤️👍👍❤️👍👍❤️👍👍👍👍❤️👍👍👍👍👍,Sale,Good,3
chưa nhận được chảo quà tặng,Sale,Bad,3
giá k hợp lý lắm so với chấ lượng sản phẩm,Sale,Bad,3
chỉ nhận được nồi chiên không dầu . không nhận được quà tặng như chương trình đã đăng,Sale,Bad,3
có mỗi 3 cái chảo thôi chứ làm j có bánh quà tặng?,Sale,Bad,3
"canh đúng 12h để săn sale, kêu là quà tặng k kèm trong giỏ hàng, và r ko gửi quà luôn :)
gọi điện hỏi cs thì cs ko hiểu vấn đề, ko trả lời rõ ràng 
tạm biệt lazada từ đây",Sale,Bad,3
chưa nhận được chảo quà tặng,Sale,Bad,3
"mua hôm 11.11, giá 294k, gày giảm giá lớn nhất trong năm. thế mà đến ngày 24.1, tức 13 ngày sau, giá còn có 254k. chán luôn",Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
"tôi mua vào giờ vàng của dịp khuyến mãi, thấy quảng cáo là ngoài tặng chảo như thông thường thì sẽ có thêm quà khác của giờ vàng (vd: máy vắt cam, chảo...), nhưng khi nhận được hàng thì chỉ thấy tặng chảo như thông thường thôi chứ ko có quà giờ vàng. mừng hụt",Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
no free item?,Sale,Bad,3
giao hàng siêu tốc sao mình mưa 339k gio 184k minh mua bị đắt à . lần sau k mua nữa,Sale,Bad,3
quà tặng ok lắm,Sale,Good,3
mik mua bị đắt giờ thấy bán có hơn 400k,Sale,Bad,3
ko có hàng tặng kèm.,Sale,Bad,3
"vui lòng kiểm tra lại, hàng mua lúc 11h sáng, 11/11/2021 nhưng lúc giao k có phần quà tặng là chảo, chỉ có máy xay thịt.",Sale,Bad,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
"đây là lần thứ 2 mình mua máy. lần trước quà được cho vào giỏ hàng nên mình cũng yên tâm, lần này báo là trong khung giờ từ 0-2h sẽ được tặng chảo, mình hoàn tất check out lúc 00:02 mà vẫn không được tặng :))) chắc là để cho vui, hút khách mua thui. tốn công mình thức đến 0h ghê :)))) mng chú ý điểm này của hãng nha, chứ mình thì mình không hài lòng",Sale,Bad,3
"canh đúng 12h để săn sale, kêu là quà tặng k kèm trong giỏ hàng, và r ko gửi quà luôn :)
gọi điện hỏi cs thì cs ko hiểu vấn đề, ko trả lời rõ ràng 
tạm biệt lazada từ đây",Sale,Bad,3
"tuyệt vời luôn, mua được giá trong những ngày sale là hợp lý",Sale,Good,3
"thấy phiền vì phần quà tặng của gian hàng. mua bàn ủi lại tặng bàn ủi, đề nghị được đổi quà tặng có giá trị thấp hơn nhưng gian hàng ko linh động được. thành ra nhà dư thêm cái này.",Sale,Bad,3
"một trải nghiệm ko mấy vui, đặt hàng để nhận quà kèm theo, mà chỉ nhận mình hàng. cách thức để nhận quà thì khá là rắc rối, shop yêu cầu mình phải tự quay lại chát với gian hàng xem sau ngày 19/11 có đủ điều kiện nhận quà không? nếu đủ thì cũng sau 30-40 ngày kể từ ngày đặt hàng mới nhận được quà đi kèm. mặc dù phải canh, bon chen để mua khung giờ duy nhất 11-13h. cảm giác như một cú lừa vì ham quà tặng kèm",Sale,Bad,3
"tuyệt vời luôn, mua được giá trong những ngày sale là hợp lý",Sale,Good,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
giá k hợp lý lắm so với chấ lượng sản phẩm,Sale,Bad,3
"mua hàng ngày 11.11 canh sale mua gt hàng 3,2tr được tặng bàn ủi cầm tay nhưng tefal lại quét giá trị hàng chưa trừ km để tặng quà (máy vắt cam) nên không đúng ý. hơi thất vọng vì lần mua sắm này. vote 3 sao",Sale,Bad,3
"tuyệt vời luôn, mua được giá trong những ngày sale là hợp lý",Sale,Good,3
đặt hàng từ 0h đến 1h sáng 9/9 để được nhận quà. đến khi nhận hàng thì ko có. hỏi thì báo do hết quà. thất vọng,Sale,Bad,3
chảo tặng không được tốt,Sale,Bad,3
giá k hợp lý lắm so với chấ lượng sản phẩm,Sale,Bad,3
"săn được sale giảm giá mới đặt hôm qua nay có liền 
chảo cầm nặng tay ",Sale,Good,3
"vui lòng kiểm tra lại, hàng mua lúc 11h sáng, 11/11/2021 nhưng lúc giao k có phần quà tặng là chảo, chỉ có máy xay thịt.",Sale,Bad,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
"chỉ có 1 chảo lớn là sâu còn các chảo nhỏ kèm theo quá cạn chỉ có đổ trứng thôi, không được như ý mình",Sale,Bad,3
tại sao tôi ko nhận đừng quà kèm theo khung giờ ???,Sale,Bad,3
"chờ khung giờ 7-9g ngày 24/11 để mua được tặng chảo. cuối cùng giờ đó giá tăng thêm 100k, thôi thì bấm bụng bỏ thêm 100k để nhận chảo. nhưng cuối cùng ko nhận được chảo. buổi chiều giá giảm lại. làm ăn gì mà điêu vậy",Sale,Bad,3
đặt đơn hàng trong giờ khuyến mại được tặng chảo mà không thấy được tặng.,Sale,Bad,3
chảo quà tặng mà xịn lắm nha cám.ơn shop lần sau ủng hộ tiếp mua nồi cơm giảm giá mà còn dc chảo nữa nội xịn xò,Sale,Good,3
đơn hàng tôi trên 1.500.000 đặc lúc 0h01 phút ngày 31/10/2021 nhưng không được nhận quà tặng theo thông báo. cảm thấy không hài lòng về dịch vụ quà tặng kèm theo vì không thực tế. shop nên xem lại !!!,Sale,Bad,3
"đặt combo 2 chảo mà khui ra la túi nước giặt?! ủa gì vậy chời, lần này lzd xem lại quy trình fulfill nha, overload rồi ko kiem tra kỹ gi hết. coi như mất cái deal chảo vô duyên",Sale,Bad,3
"canh bữa giờ dc lúc sale vua dc giảm giá vừa dc khuyến mãi , bua truoc mua em nồi áp suất jo tậu them em nay",Sale,Good,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
đặt đơn hàng trong giờ khuyến mại được tặng chảo mà không thấy được tặng.,Sale,Bad,3
giao hàng siêu tốc sao mình mưa 339k gio 184k minh mua bị đắt à . lần sau k mua nữa,Sale,Bad,3
bộ nồi rất đẹp nhưng mua canh sale khung giờ 0-2h ngày 11/11 ghi hóa đơn trên 999k sẽ được tặng 1 chảo mà nhỉ? mình mua 4 cái 1tr2 nhận hàng chỉ có 4 cái mình mua thôi???,Sale,Bad,3
đặt gần như đầu tiên trong khung giờ vàng 9/9 mà không được quà như quảng cáo. thêm cái đóng gói mà giao cho ship quá lâu. vừa đưa cho bên vận chuyển là hôm sau có hàng. quyết định cho 3*,Sale,Bad,3
"canh bữa giờ dc lúc sale vua dc giảm giá vừa dc khuyến mãi , bua truoc mua em nồi áp suất jo tậu them em nay",Sale,Good,3
"trong lúc đặt hàng ghi đơn hàng được tặng kèm quà tặng là chảo chống dính nhưng lúc nhận hàng lại không có quà tặng??? nhờ shop kiểm tra lại đơn hàng đặt vào ngày 12.12 xem có chính xác là có khuyến mãi không nhé, vì mình thấy có tặng quà kèm theo nên mới chọn mua.",Sale,Bad,3
"thấy phiền vì phần quà tặng của gian hàng. mua bàn ủi lại tặng bàn ủi, đề nghị được đổi quà tặng có giá trị thấp hơn nhưng gian hàng ko linh động được. thành ra nhà dư thêm cái này.",Sale,Bad,3
chảo tặng không được tốt,Sale,Bad,3
"săn được sale giảm giá mới đặt hôm qua nay có liền 
chảo cầm nặng tay ",Sale,Good,3
"đặt combo 2 chảo mà khui ra la túi nước giặt?! ủa gì vậy chời, lần này lzd xem lại quy trình fulfill nha, overload rồi ko kiem tra kỹ gi hết. coi như mất cái deal chảo vô duyên",Sale,Bad,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
"giá tốt, giao hàng nhanh, chất lượng ",Sale,Good,3
"săn được sale giảm giá mới đặt hôm qua nay có liền 
chảo cầm nặng tay ",Sale,Good,3
kêu mua theo thời gian có quà tặng mà rốt cuộc ko có quà nào(9-9),Sale,Bad,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
chảo tặng không được tốt,Sale,Bad,3
"mua hôm 11.11, giá 294k, gày giảm giá lớn nhất trong năm. thế mà đến ngày 24.1, tức 13 ngày sau, giá còn có 254k. chán luôn",Sale,Bad,3
giá k hợp lý lắm so với chấ lượng sản phẩm,Sale,Bad,3
ko có hàng tặng kèm.,Sale,Bad,3
"bàn ủi tặng kèm là đồ cũ, mở ra đã có nước bên trong",Sale,Bad,3
"mua hôm 9.9, có km thanh toán từ 0h-2h được tặng máy văt cam. sao mình thanh toán khoảng giờ đó mà không nhận đc, chỉ nhận đc mỗi máy xay sinh tố!?",Sale,Bad,3
kêu mua theo thời gian có quà tặng mà rốt cuộc ko có quà nào(9-9),Sale,Bad,3
"trên lazada đặt hàng thì trong khung giờ đó dc tặng 1 cái nồi quai dài cho 200 dơn hàng đầu. lúc đặt hàng thì ko hiện lên là có đc tặng hay ko? [lừa đảo à]. nt thì báo là đợi 3 ngày sau mới bít đc, tức là đã nhận và thanh toán xong. sau đó báo là ko đc tặng vì quá số lượng đăng ký. sao lúc đăng ký ko hiện thị lên là đc hay ko đi? hóa ra lừa đảo à?",Sale,Bad,3
"máy ép chạy êm, dễ tháo lắp vệ sinh, ép khá ổn tuy còn nhiều lợn cợn, lọc qua thêm lần nữa sẽ ngon lành hơn, săn sale được giá tốt, giao hàng nhanh ",Sale,Good,3
chưa nhận được chảo quà tặng,Sale,Bad,3
hàng được tặng nhưng giao nhìn rất đẹp và xịn xò. tefal khá quá :))))))))/!/₫/)/):₫/₫:₫:₫:₫:₫:738:!:);7,Sale,Good,3
"trong lúc đặt hàng ghi đơn hàng được tặng kèm quà tặng là chảo chống dính nhưng lúc nhận hàng lại không có quà tặng??? nhờ shop kiểm tra lại đơn hàng đặt vào ngày 12.12 xem có chính xác là có khuyến mãi không nhé, vì mình thấy có tặng quà kèm theo nên mới chọn mua.",Sale,Bad,3
shop ơi ấm tặng nắp bị gãy shop đổi hàng được ko. lò thì chưa sử dụng nên ko biết ntn? mình có quay clip nhưng vì có quay mặt mình nên nếu cần thì mình cũng cấp nhưng gửi riêng chứ ko gửi trên này được. shop hỗ trợ giúp mình đổi ấm nha.,Sale,Bad,3
dao thay tốt chất lượng.  là quà tặng kèm khi mua nồi. nhưng nồi tệ quá 2 ngay sử dụng đã thủng. nên ko biết dao sử dụng  bền không . sab3 phẩm lỗi.  trả hàng ko cho.,Sale,Good,3
đặt gần như đầu tiên trong khung giờ vàng 9/9 mà không được quà như quảng cáo. thêm cái đóng gói mà giao cho ship quá lâu. vừa đưa cho bên vận chuyển là hôm sau có hàng. quyết định cho 3*,Sale,Bad,3
"hàng chính hãng, giá tốt! ",Sale,Good,3
chảo quà tặng mà xịn lắm nha cám.ơn shop lần sau ủng hộ tiếp mua nồi cơm giảm giá mà còn dc chảo nữa nội xịn xò,Sale,Good,3
không nhận được quà khuyến mãi như trong ảnh.,Sale,Bad,3
"nồi cơm điện chưa sd nên chưa biết chất lượng nhưng hàng tặng kèm thì lỗi. giống kiểu tặng cho có, của hư nên tặng",Sale,Bad,3
ko có nhận được,Sale,Bad,3
ko có hàng tặng kèm.,Sale,Bad,3
mua trong khung giờ và đơn trên 2 trieu nhưng lại ko có quà tặng như thông báo,Sale,Bad,3
"hàng đẹp, tuy nhiên ko có quà tặng kèm theo như quảng cáo 😫😫😫 chưa sử dụng nên chưa biết như thế nào.",Sale,Bad,3
"săn sales được giá tốt, nhưng máy vừa mua về đã hư một nút bấm cảm ứng. mình đã liên hệ shop để tư vấn đổi hàng, nhưng chỉ được phép trả lại hàng chứ ko đổi lại hàng mới. hoặc đem ra bảo hành để sửa lại (trong khi máy vừa mua). mình thật sự ko hiểu sao chính sách hỗ trợ khách hàng lại ko chấp nhận đổi hàng nếu hàng bị lỗi, mặc dù đây là chính sách rất cơ bản. rất không hài lòng với trải nghiệm mua sắm này. ",Sale,Good,3
"mình tưởng tặng chảo to lắm ai ngờ bé xíu, hơi thất vọng. vì giá trị sp cao nhưng quà tặng lại thấp như vậy",Sale,Bad,3
"mua hôm 9.9, có km thanh toán từ 0h-2h được tặng máy văt cam. sao mình thanh toán khoảng giờ đó mà không nhận đc, chỉ nhận đc mỗi máy xay sinh tố!?",Sale,Bad,3
"một trải nghiệm ko mấy vui, đặt hàng để nhận quà kèm theo, mà chỉ nhận mình hàng. cách thức để nhận quà thì khá là rắc rối, shop yêu cầu mình phải tự quay lại chát với gian hàng xem sau ngày 19/11 có đủ điều kiện nhận quà không? nếu đủ thì cũng sau 30-40 ngày kể từ ngày đặt hàng mới nhận được quà đi kèm. mặc dù phải canh, bon chen để mua khung giờ duy nhất 11-13h. cảm giác như một cú lừa vì ham quà tặng kèm",Sale,Bad,3
"mua hôm 11.11, giá 294k, gày giảm giá lớn nhất trong năm. thế mà đến ngày 24.1, tức 13 ngày sau, giá còn có 254k. chán luôn",Sale,Bad,3
mình không hài lòng về dịch vụ khuyến mãi. rõ ràng lúc mua hàng nói có khuyến mãi cái nồi nhưng chờ 1 tháng liên hệ thì bảo do quá 200 đơn hàng nên không có km. trong mhi đó bảo km khung giờ sale từ 00_2h. mình thức đến 00h mình mua. giờ lại nhận được câu trả lời như thế. sao không thể hiện đã hết hàng km để người tiêu dùng người ta biết. có phải lừa người tiêu dùng không?,Sale,Bad,3
shop ơi ấm tặng nắp bị gãy shop đổi hàng được ko. lò thì chưa sử dụng nên ko biết ntn? mình có quay clip nhưng vì có quay mặt mình nên nếu cần thì mình cũng cấp nhưng gửi riêng chứ ko gửi trên này được. shop hỗ trợ giúp mình đổi ấm nha.,Sale,Bad,3
"một trải nghiệm ko mấy vui, đặt hàng để nhận quà kèm theo, mà chỉ nhận mình hàng. cách thức để nhận quà thì khá là rắc rối, shop yêu cầu mình phải tự quay lại chát với gian hàng xem sau ngày 19/11 có đủ điều kiện nhận quà không? nếu đủ thì cũng sau 30-40 ngày kể từ ngày đặt hàng mới nhận được quà đi kèm. mặc dù phải canh, bon chen để mua khung giờ duy nhất 11-13h. cảm giác như một cú lừa vì ham quà tặng kèm",Sale,Bad,3
dăng hình có quạt giao o có gạt khách hang,Sale,Bad,3
"trên lazada đặt hàng thì trong khung giờ đó dc tặng 1 cái nồi quai dài cho 200 dơn hàng đầu. lúc đặt hàng thì ko hiện lên là có đc tặng hay ko? [lừa đảo à]. nt thì báo là đợi 3 ngày sau mới bít đc, tức là đã nhận và thanh toán xong. sau đó báo là ko đc tặng vì quá số lượng đăng ký. sao lúc đăng ký ko hiện thị lên là đc hay ko đi? hóa ra lừa đảo à?",Sale,Bad,3
"săn sales được giá tốt, nhưng máy vừa mua về đã hư một nút bấm cảm ứng. mình đã liên hệ shop để tư vấn đổi hàng, nhưng chỉ được phép trả lại hàng chứ ko đổi lại hàng mới. hoặc đem ra bảo hành để sửa lại (trong khi máy vừa mua). mình thật sự ko hiểu sao chính sách hỗ trợ khách hàng lại ko chấp nhận đổi hàng nếu hàng bị lỗi, mặc dù đây là chính sách rất cơ bản. rất không hài lòng với trải nghiệm mua sắm này. ",Sale,Good,3
"mua hôm 9.9, có km thanh toán từ 0h-2h được tặng máy văt cam. sao mình thanh toán khoảng giờ đó mà không nhận đc, chỉ nhận đc mỗi máy xay sinh tố!?",Sale,Bad,3
bộ quà tặng tuyệt vời ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👍🍀🍀🍀🍀👍👍❤️👍👍❤️👍👍❤️👍👍👍👍❤️👍👍👍👍👍,Sale,Good,3
"đặt combo 2 chảo mà khui ra la túi nước giặt?! ủa gì vậy chời, lần này lzd xem lại quy trình fulfill nha, overload rồi ko kiem tra kỹ gi hết. coi như mất cái deal chảo vô duyên",Sale,Bad,3
"hàng đóng gói cẩn thận, mình chưa dùng nên chưa đánh giá chất lượng, nhưng mình mua lúc 0h đêm ngày 11.1 và mình thấy để nhận được quà tặng là cái chảo, nhưng mình không thấy có chảo.",Sale,Bad,3
bộ nồi rất đẹp nhưng mua canh sale khung giờ 0-2h ngày 11/11 ghi hóa đơn trên 999k sẽ được tặng 1 chảo mà nhỉ? mình mua 4 cái 1tr2 nhận hàng chỉ có 4 cái mình mua thôi???,Sale,Bad,3
"tuyệt vời luôn, mua được giá trong những ngày sale là hợp lý",Sale,Good,3
"canh đúng 12h để săn sale, kêu là quà tặng k kèm trong giỏ hàng, và r ko gửi quà luôn :)
gọi điện hỏi cs thì cs ko hiểu vấn đề, ko trả lời rõ ràng 
tạm biệt lazada từ đây",Sale,Bad,3
chưa nhận được quà km,Sale,Bad,3
"săn được sale giảm giá mới đặt hôm qua nay có liền 
chảo cầm nặng tay ",Sale,Good,3
